Year,Leage,Team,Park,FirstGame,LastGame,Games,Openings,Attendance
1941,AL,PHA,PHI11,4/18/1941,9/28/1941,77,52,509482
1941,NL,PHI,PHI11,4/15/1941,9/25/1941,76,32,101722
1941,NL,PIT,PIT06,4/18/1941,9/28/1941,78,59,481197
1941,AL,SLA,STL07,4/16/1941,9/28/1941,79,64,189223
1941,NL,SLN,STL07,4/18/1941,9/21/1941,79,64,638579
1941,AL,WS1,WAS09,4/14/1941,9/24/1941,78,62,413950
1942,AL,BOS,BOS07,4/14/1942,9/27/1942,77,63,781743
1942,NL,BRO,NYC15,4/17/1942,9/25/1942,79,42,882336
1942,NL,BSN,BOS08,4/17/1942,9/19/1942,71,51,346573
1942,AL,CHA,CHI10,4/14/1942,9/17/1942,70,58,469927
1942,NL,CHN,CHI11,4/17/1942,9/22/1942,78,61,718837
1942,NL,CIN,CIN07,4/14/1942,9/27/1942,77,60,464714
1942,AL,CLE,CLE06,4/20/1942,9/27/1942,34,29,111700
1942,AL,CLE,CLE07,4/17/1942,9/13/1942,46,31,406148
1942,AL,DET,DET04,4/14/1942,9/22/1942,77,61,597272
1942,NL,NY1,NYC14,4/14/1942,9/26/1942,79,48,674763
1942,AL,NYA,NYC16,4/17/1942,9/23/1942,77,56,997519
1942,AL,PHA,PHI11,4/17/1942,9/20/1942,76,28,146309
1942,NL,PHI,PHI11,4/14/1942,9/27/1942,74,26,72827
1942,NL,PIT,PIT06,4/17/1942,9/20/1942,77,63,539962
1942,AL,SLA,STL07,4/17/1942,9/20/1942,77,59,272651
1942,NL,SLN,STL07,4/14/1942,9/27/1942,78,60,532938
1942,AL,WS1,WAS09,4/14/1942,9/8/1942,77,58,512320
1943,AL,BOS,BOS07,4/27/1943,10/3/1943,77,56,382197
1943,NL,BRO,NYC15,4/22/1943,9/12/1943,77,59,692492
1943,NL,BSN,BOS08,4/24/1943,9/19/1943,77,53,290176
1943,AL,CHA,CHI10,4/27/1943,9/19/1943,76,57,548169
1943,NL,CHN,CHI11,4/21/1943,10/3/1943,75,58,542565
1943,NL,CIN,CIN07,4/21/1943,10/3/1943,78,62,424939
1943,AL,CLE,CLE06,4/22/1943,9/18/1943,29,26,94964
1943,AL,CLE,CLE07,4/21/1943,9/19/1943,48,29,355504
1943,AL,DET,DET04,4/28/1943,9/12/1943,78,59,632945
1943,NL,NY1,NYC14,4/27/1943,9/19/1943,77,53,558367
1943,AL,NYA,NYC16,4/22/1943,10/3/1943,77,58,696037
1943,AL,PHA,PHI11,4/22/1943,10/3/1943,79,43,261422
1943,NL,PHI,PHI11,4/27/1943,9/15/1943,78,47,422106
1943,NL,PIT,PIT06,4/27/1943,10/3/1943,78,64,668753
1943,AL,SLA,STL07,4/21/1943,9/15/1943,77,58,228461
1943,NL,SLN,STL07,4/27/1943,10/3/1943,81,64,543918
1943,AL,WS1,WAS09,4/20/1943,10/3/1943,76,57,660245
1944,AL,BOS,BOS07,4/18/1944,9/10/1944,78,61,546353
1944,NL,BRO,NYC15,4/21/1944,10/1/1944,77,60,686971
1944,NL,BSN,BOS08,4/22/1944,10/1/1944,78,50,232133
1944,AL,CHA,CHI10,4/19/1944,10/1/1944,77,59,559186
1944,NL,CHN,CHI11,4/21/1944,9/17/1944,78,56,636683
1944,NL,CIN,CIN07,4/18/1944,9/10/1944,78,61,423116
1944,AL,CLE,CLE06,5/1/1944,9/30/1944,35,32,124814
1944,AL,CLE,CLE07,4/21/1944,10/1/1944,43,29,448089
1944,AL,DET,DET04,4/18/1944,10/1/1944,78,64,930449
1944,NL,NY1,NYC14,4/18/1944,10/1/1944,75,59,763937
1944,AL,NYA,NYC16,4/22/1944,9/17/1944,78,66,1046204
1944,AL,PHA,PHI11,4/22/1944,8/30/1944,76,26,166597
1944,NL,PHI,PHI11,4/18/1944,10/1/1944,79,22,135393
1944,NL,PIT,PIT06,4/21/1944,9/17/1944,81,63,666513
1944,AL,SLA,STL07,4/21/1944,10/1/1944,77,62,563473
1944,NL,SLN,STL07,4/18/1944,9/13/1944,77,59,521512
1944,AL,WS1,WAS09,4/18/1944,9/17/1944,77,62,661185
1945,AL,BOS,BOS07,4/20/1945,9/23/1945,78,62,645846
1945,NL,BRO,NYC15,4/17/1945,9/23/1945,78,65,1069629
1945,NL,BSN,BOS08,4/17/1945,9/30/1945,75,55,410048
1945,AL,CHA,CHI10,4/20/1945,9/2/1945,74,53,657826
1945,NL,CHN,CHI11,4/17/1945,9/26/1945,76,57,1038164
1945,NL,CIN,CIN07,4/17/1945,9/30/1945,77,54,293808
1945,AL,CLE,CLE06,4/19/1945,9/22/1945,31,25,89500
1945,AL,CLE,CLE07,4/17/1945,9/23/1945,46,29,497733
1945,AL,DET,DET04,4/20/1945,9/26/1945,76,56,1247943
1945,NL,NY1,NYC14,4/20/1945,9/26/1945,78,59,1040180
1945,AL,NYA,NYC16,4/17/1945,9/30/1945,76,53,1027825
1945,AL,PHA,PHI11,4/17/1945,9/23/1945,77,47,459023
1945,NL,PHI,PHI11,4/20/1945,9/30/1945,77,45,267059
1945,NL,PIT,PIT06,4/20/1945,9/30/1945,79,58,589763
1945,AL,SLA,STL07,4/17/1945,9/30/1945,76,55,491611
1945,NL,SLN,STL07,4/21/1945,9/23/1945,78,57,569757
1945,AL,WS1,WAS09,4/20/1945,9/18/1945,78,54,756890
1946,AL,BOS,BOS07,4/20/1946,9/29/1946,78,57,1393273
1946,NL,BRO,NYC15,4/18/1946,10/3/1946,79,74,1830974
1946,NL,BSN,BOS07,4/28/1946,4/28/1946,2,1,20735
1946,NL,BSN,BOS08,4/16/1946,9/22/1946,75,54,952706
1946,AL,CHA,CHI10,4/16/1946,9/29/1946,79,60,966898
1946,NL,CHN,CHI11,4/20/1946,9/26/1946,77,64,1340934
1946,NL,CIN,CIN07,4/16/1946,9/29/1946,77,63,746293
1946,AL,CLE,CLE06,4/25/1946,9/21/1946,36,32,178895
1946,AL,CLE,CLE07,4/20/1946,9/25/1946,41,30,875931
1946,AL,DET,DET04,4/16/1946,9/29/1946,79,64,1532407
1946,NL,NY1,NYC14,4/16/1946,9/29/1946,77,61,1269478
1946,AL,NYA,NYC16,4/19/1946,9/23/1946,77,61,2121974
1946,AL,PHA,PHI11,4/16/1946,9/29/1946,78,53,561737
1946,NL,PHI,PHI11,4/20/1946,9/22/1946,78,58,1063478
1946,NL,PIT,PIT06,4/20/1946,9/22/1946,78,62,752432
1946,AL,SLA,STL07,4/20/1946,9/22/1946,77,61,567655
1946,NL,SLN,STL07,4/16/1946,10/1/1946,78,64,1060087
1946,AL,WS1,WAS09,4/16/1946,9/22/1946,76,66,1079869
1947,AL,BOS,BOS07,4/15/1947,9/23/1947,81,69,1460821
1947,NL,BRO,NYC15,4/15/1947,9/24/1947,78,70,1803795
1947,NL,BSN,BOS08,4/18/1947,9/28/1947,77,69,1308561
1947,AL,CHA,CHI10,4/18/1947,9/24/1947,75,59,892006
1947,NL,CHN,CHI11,4/15/1947,9/28/1947,79,71,1412044
1947,NL,CIN,CIN07,4/15/1947,9/24/1947,77,63,915332
1947,AL,CLE,CLE07,4/15/1947,9/28/1947,78,59,1484848
1947,AL,DET,DET04,4/18/1947,9/22/1947,80,64,1438457
1947,NL,NY1,NYC14,4/18/1947,9/21/1947,76,62,1626662
1947,AL,NYA,NYC16,4/15/1947,9/28/1947,77,67,2225010
1947,AL,PHA,PHI11,4/18/1947,9/21/1947,78,64,934300
1947,NL,PHI,PHI11,4/15/1947,9/28/1947,77,60,904432
1947,NL,PIT,PIT06,4/18/1947,9/28/1947,79,69,1350832
1947,AL,SLA,STL07,4/15/1947,9/28/1947,77,64,352471
1947,NL,SLN,STL07,4/18/1947,9/22/1947,77,70,1238093
1947,AL,WS1,WAS09,4/18/1947,9/28/1947,77,67,855096
1948,AL,BOS,BOS07,4/19/1948,10/4/1948,78,72,1602119
1948,NL,BRO,NYC15,4/23/1948,10/3/1948,78,72,1390842
1948,NL,BSN,BOS08,4/23/1948,9/26/1948,76,70,1489733
1948,AL,CHA,CHI10,4/20/1948,10/3/1948,76,61,799447
1948,NL,CHN,CHI11,4/23/1948,9/30/1948,78,70,1314316
1948,NL,CIN,CIN07,4/19/1948,10/3/1948,77,63,839269
1948,AL,CLE,CLE07,4/20/1948,10/3/1948,79,66,2659990
1948,AL,DET,DET04,4/23/1948,9/30/1948,77,70,1688149
1948,NL,NY1,NYC14,4/20/1948,10/3/1948,77,66,1460245
1948,AL,NYA,NYC16,4/23/1948,9/26/1948,77,63,2411195
1948,AL,PHA,PHI11,4/23/1948,10/3/1948,77,63,936605
1948,NL,PHI,PHI11,4/20/1948,9/26/1948,76,62,796917
1948,NL,PIT,PIT06,4/20/1948,9/26/1948,80,62,1491227
1948,AL,SLA,STL07,4/24/1948,9/26/1948,76,65,344117
1948,NL,SLN,STL07,4/20/1948,10/3/1948,77,67,1077924
1948,AL,WS1,WAS09,4/19/1948,9/12/1948,78,67,807697
1949,AL,BOS,BOS07,4/22/1949,9/25/1949,77,74,1631937
1949,NL,BRO,NYC15,4/19/1949,9/25/1949,78,77,1618120
1949,NL,BSN,BOS08,4/18/1949,10/2/1949,77,68,1103302
1949,AL,CHA,CHI10,4/22/1949,9/29/1949,77,64,958049
1949,NL,CHN,CHI11,4/19/1949,10/2/1949,77,71,1212692
1949,NL,CIN,CIN07,4/19/1949,9/27/1949,78,62,711098
1949,AL,CLE,CLE07,4/22/1949,9/25/1949,77,64,2324592
1949,AL,DET,DET04,4/19/1949,10/2/1949,78,72,1828193
1949,NL,NY1,NYC14,4/22/1949,9/25/1949,79,69,1221472
1949,AL,NYA,NYC16,4/19/1949,10/2/1949,78,68,2321342
1949,AL,PHA,PHI11,4/19/1949,9/25/1949,77,64,831622
1949,NL,PHI,PHI11,4/23/1949,10/2/1949,77,66,820905
1949,NL,PIT,PIT06,4/22/1949,10/2/1949,77,69,1447122
1949,AL,SLA,STL07,4/19/1949,10/2/1949,77,62,310229
1949,NL,SLN,STL07,4/22/1949,9/25/1949,79,75,1430697
1949,AL,WS1,WAS09,4/18/1949,10/2/1949,77,71,788826
1950,AL,BOS,BOS07,4/18/1950,10/1/1950,77,67,1344177
1950,NL,BRO,NYC15,4/21/1950,10/1/1950,78,70,1175019
1950,NL,BSN,BOS08,4/21/1950,9/26/1950,79,68,919747
1950,AL,CHA,CHI10,4/18/1950,10/1/1950,79,64,782129
1950,NL,CHN,CHI11,4/21/1950,9/27/1950,78,63,1138415
1950,NL,CIN,CIN07,4/18/1950,10/1/1950,76,58,542506
1950,AL,CLE,CLE07,4/18/1950,9/27/1950,77,65,1732464
1950,AL,DET,DET04,4/21/1950,10/1/1950,81,75,1958173
1950,NL,NY1,NYC14,4/18/1950,10/1/1950,76,63,1056046
1950,AL,NYA,NYC16,4/21/1950,9/26/1950,77,65,2006902
1950,AL,PHA,PHI11,4/21/1950,10/1/1950,77,59,323395
1950,NL,PHI,PHI11,4/18/1950,9/24/1950,78,64,1206813
1950,NL,PIT,PIT06,4/21/1950,9/24/1950,77,68,1167464
1950,AL,SLA,STL07,4/22/1950,9/24/1950,74,60,299641
1950,NL,SLN,STL07,4/18/1950,10/1/1950,76,72,1095361
1950,AL,WS1,WAS09,4/18/1950,9/24/1950,78,63,667704
1951,AL,BOS,BOS07,4/20/1951,9/23/1951,75,65,1311663
1951,NL,BRO,NYC15,4/17/1951,10/1/1951,78,69,1331080
1951,NL,BSN,BOS08,4/17/1951,9/30/1951,78,64,485575
1951,AL,CHA,CHI10,4/20/1951,9/25/1951,78,62,1328381
1951,NL,CHN,CHI11,4/17/1951,9/30/1951,77,66,895034
1951,NL,CIN,CIN07,4/16/1951,9/25/1951,77,63,586267
1951,AL,CLE,CLE07,4/20/1951,9/30/1951,77,66,1687878
1951,AL,DET,DET04,4/17/1951,9/23/1951,77,68,1117226
1951,NL,NY1,NYC14,4/20/1951,10/3/1951,78,68,1175511
1951,AL,NYA,NYC16,4/17/1951,9/30/1951,78,66,1930529
1951,AL,PHA,PHI11,4/17/1951,9/23/1951,79,60,462250
1951,NL,PHI,PHI11,4/20/1951,9/30/1951,77,67,944204
1951,NL,PIT,PIT06,4/17/1951,9/30/1951,78,66,988441
1951,AL,SLA,STL07,4/17/1951,9/30/1951,77,61,309794
1951,NL,SLN,STL07,4/20/1951,9/23/1951,79,74,977318
1951,AL,WS1,WAS09,4/20/1951,9/30/1951,76,65,662134
1952,AL,BOS,BOS07,4/18/1952,9/28/1952,77,70,1149053
1952,NL,BRO,NYC15,4/18/1952,9/28/1952,80,67,1047718
1952,NL,BSN,BOS08,4/15/1952,9/21/1952,77,59,277516
1952,AL,CHA,CHI10,4/15/1952,9/28/1952,79,60,1224539
1952,NL,CHN,CHI11,4/18/1952,9/21/1952,77,66,1030567
1952,NL,CIN,CIN07,4/15/1952,9/28/1952,77,63,593930
1952,AL,CLE,CLE07,4/18/1952,9/24/1952,77,65,1480340
1952,AL,DET,DET04,4/15/1952,9/28/1952,77,68,1026966
1952,NL,NY1,NYC14,4/16/1952,9/28/1952,77,64,960027
1952,AL,NYA,NYC16,4/18/1952,9/21/1952,77,67,1593499
1952,AL,PHA,PHI11,4/16/1952,9/28/1952,78,63,631416
1952,NL,PHI,PHI11,4/18/1952,9/21/1952,76,60,763344
1952,NL,PIT,PIT06,4/18/1952,9/21/1952,77,67,686671
1952,AL,SLA,STL07,4/18/1952,9/21/1952,78,66,512132
1952,NL,SLN,STL07,4/15/1952,9/28/1952,77,73,913422
1952,AL,WS1,WAS09,4/15/1952,9/21/1952,78,62,707222
1953,AL,BOS,BOS07,4/20/1953,9/20/1953,76,70,1109909
1953,NL,BRO,NYC15,4/14/1953,9/22/1953,78,75,1357497
1953,AL,CHA,CHI10,4/16/1953,9/23/1953,78,65,1268325
1953,NL,CHN,CHI11,4/14/1953,9/27/1953,77,64,766404
1953,NL,CIN,CIN07,4/13/1953,9/27/1953,78,61,532664
1953,AL,CLE,CLE07,4/14/1953,9/27/1953,78,64,1074297
1953,AL,DET,DET04,4/16/1953,9/22/1953,79,66,869359
1953,NL,ML1,MIL05,4/14/1953,9/20/1953,79,64,1838643
1953,NL,NY1,NYC14,4/17/1953,9/20/1953,77,64,849187
1953,AL,NYA,NYC16,4/14/1953,9/27/1953,77,69,1496817
1953,AL,PHA,PHI11,4/16/1953,9/20/1953,78,65,403906
1953,NL,PHI,PHI11,4/14/1953,9/27/1953,78,65,902443
1953,NL,PIT,PIT06,4/16/1953,9/27/1953,77,65,560212
1953,AL,SLA,STL07,4/14/1953,9/27/1953,77,65,321777
1953,NL,SLN,STL07,4/16/1953,9/23/1953,78,74,872727
1953,AL,WS1,WAS09,4/16/1953,9/27/1953,75,69,641345
1954,AL,BAL,BAL11,4/15/1954,9/25/1954,77,67,1060910
1954,AL,BOS,BOS07,4/15/1954,9/26/1954,79,66,930393
1954,NL,BRO,NYC15,4/15/1954,9/26/1954,77,77,1113352
1954,AL,CHA,CHI10,4/13/1954,9/19/1954,78,65,1230629
1954,NL,CHN,CHI11,4/15/1954,9/26/1954,77,72,924782
1954,NL,CIN,CIN07,4/13/1954,9/19/1954,77,67,722881
1954,AL,CLE,CLE07,4/15/1954,9/26/1954,77,67,1337488
1954,AL,DET,DET04,4/13/1954,9/19/1954,77,72,1080540
1954,NL,ML1,MIL05,4/15/1954,9/26/1954,77,73,2263384
1954,NL,NY1,NYC14,4/13/1954,9/18/1954,76,69,1165071
1954,AL,NYA,NYC16,4/15/1954,9/26/1954,78,67,1475051
1954,AL,PHA,PHI11,4/13/1954,9/19/1954,77,61,307652
1954,NL,PHI,PHI11,4/15/1954,9/26/1954,78,72,788575
1954,NL,PIT,PIT06,4/13/1954,9/19/1954,77,74,568352
1954,NL,SLN,STL07,4/13/1954,9/19/1954,77,74,1056943
1954,AL,WS1,WAS09,4/13/1954,9/19/1954,78,71,504714
1955,AL,BAL,BAL11,4/12/1955,9/18/1955,79,62,859200
1955,AL,BOS,BOS07,4/14/1955,9/25/1955,78,67,1202885
1955,NL,BRO,NYC15,4/13/1955,9/20/1955,77,64,1021489
1955,AL,CHA,CHI10,4/14/1955,9/25/1955,77,60,1155676
1955,NL,CHN,CHI11,4/12/1955,9/18/1955,77,64,869060
1955,NL,CIN,CIN07,4/11/1955,9/25/1955,77,69,778429
1955,AL,CLE,CLE07,4/12/1955,9/18/1955,77,65,1200791
1955,AL,DET,DET04,4/14/1955,9/25/1955,77,67,1178828
1955,AL,KC1,KAN05,4/12/1955,9/18/1955,76,69,1388453
1955,NL,ML1,MIL05,4/12/1955,9/18/1955,77,70,1970212
1955,NL,NY1,NYC14,4/14/1955,9/25/1955,79,65,825202
1955,AL,NYA,NYC16,4/13/1955,9/18/1955,77,67,1497077
1955,NL,PHI,PHI11,4/13/1955,9/18/1955,77,65,936402
1955,NL,PIT,PIT06,4/14/1955,9/25/1955,75,61,519638
1955,NL,SLN,STL07,4/14/1955,9/25/1955,77,73,838079
1955,AL,WS1,WAS09,4/11/1955,9/25/1955,77,61,422001
1956,AL,BAL,BAL11,4/20/1956,9/26/1956,77,66,897473
1956,AL,BOS,BOS07,4/17/1956,9/26/1956,78,71,1137658
1956,NL,BRO,JER02,4/19/1956,8/15/1956,7,7,148371
1956,NL,BRO,NYC15,4/17/1956,9/30/1956,70,61,1088782
1956,AL,CHA,CHI10,4/17/1956,9/23/1956,77,63,1024783
1956,NL,CHN,CHI11,4/20/1956,9/30/1956,80,64,800063
1956,NL,CIN,CIN07,4/17/1956,9/25/1956,77,67,1103418
1956,AL,CLE,CLE07,4/20/1956,9/30/1956,77,65,851948
1956,AL,DET,DET04,4/17/1956,9/26/1956,78,70,1038560
1956,AL,KC1,KAN05,4/20/1956,9/30/1956,77,76,1011285
1956,NL,ML1,MIL05,4/17/1956,9/23/1956,77,69,2092388
1956,NL,NY1,NYC14,4/17/1956,9/25/1956,77,64,635516
1956,AL,NYA,NYC16,4/20/1956,9/30/1956,77,69,1633381
1956,NL,PHI,PHI11,4/20/1956,9/30/1956,77,61,934798
1956,NL,PIT,PIT06,4/20/1956,9/24/1956,78,66,960253
1956,NL,SLN,STL07,4/20/1956,9/30/1956,78,66,1061652
1956,AL,WS1,WAS09,4/17/1956,9/30/1956,77,66,446801
1957,AL,BAL,BAL11,4/16/1957,9/22/1957,77,67,1029581
1957,AL,BOS,BOS07,4/18/1957,9/29/1957,77,70,1181184
1957,NL,BRO,JER02,4/22/1957,9/3/1957,8,8,127390
1957,NL,BRO,NYC15,4/18/1957,9/24/1957,69,60,922438
1957,AL,CHA,CHI10,4/18/1957,9/29/1957,77,66,1128219
1957,NL,CHN,CHI11,4/16/1957,9/22/1957,78,64,731816
1957,NL,CIN,CIN07,4/16/1957,9/25/1957,77,69,1070830
1957,AL,CLE,CLE07,4/16/1957,9/23/1957,77,64,722256
1957,AL,DET,DET04,4/18/1957,9/29/1957,77,73,1272386
1957,AL,KC1,KAN05,4/16/1957,9/26/1957,77,72,900130
1957,NL,ML1,MIL05,4/18/1957,9/29/1957,78,73,2215041
1957,NL,NY1,NYC14,4/18/1957,9/29/1957,77,66,677883
1957,AL,NYA,NYC16,4/16/1957,9/25/1957,77,66,1502882
1957,NL,PHI,PHI11,4/16/1957,9/29/1957,78,66,1147640
1957,NL,PIT,PIT06,4/16/1957,9/22/1957,77,65,850732
1957,NL,SLN,STL07,4/18/1957,9/29/1957,77,68,1183205
1957,AL,WS1,WAS09,4/15/1957,9/29/1957,77,70,470437
1958,AL,BAL,BAL11,4/15/1958,9/24/1958,78,67,825765
1958,AL,BOS,BOS07,4/15/1958,9/24/1958,77,71,1113379
1958,AL,CHA,CHI10,4/15/1958,9/28/1958,77,69,797566
1958,NL,CHN,CHI11,4/18/1958,9/21/1958,77,67,993992
1958,NL,CIN,CIN07,4/15/1958,9/21/1958,77,65,778052
1958,AL,CLE,CLE07,4/15/1958,9/28/1958,76,63,663765
1958,AL,DET,DET04,4/18/1958,9/21/1958,77,70,1086484
1958,AL,KC1,KAN05,4/18/1958,9/24/1958,78,74,899937
1958,NL,LAN,LOS01,4/18/1958,9/27/1958,77,70,1804218
1958,NL,ML1,MIL05,4/15/1958,9/28/1958,77,70,1952803
1958,AL,NYA,NYC16,4/18/1958,9/28/1958,78,63,1396281
1958,NL,PHI,PHI11,4/18/1958,9/22/1958,77,66,931510
1958,NL,PIT,PIT06,4/18/1958,9/28/1958,77,64,1289176
1958,NL,SFN,SFO01,4/15/1958,9/28/1958,77,75,1272857
1958,NL,SLN,STL07,4/15/1958,9/21/1958,77,69,1101668
1958,AL,WS1,WAS09,4/14/1958,9/28/1958,78,68,495852
1959,AL,BAL,BAL11,4/14/1959,9/16/1959,78,64,892196
1959,AL,BOS,BOS07,4/14/1959,9/27/1959,77,73,990103
1959,AL,CHA,CHI10,4/14/1959,9/20/1959,78,68,1422862
1959,NL,CHN,CHI11,4/11/1959,9/27/1959,77,70,829414
1959,NL,CIN,CIN07,4/9/1959,9/27/1959,77,70,801299
1959,AL,CLE,CLE07,4/14/1959,9/27/1959,77,63,1499139
1959,AL,DET,DET04,4/10/1959,9/27/1959,77,74,1223245
1959,AL,KC1,KAN05,4/10/1959,9/20/1959,77,74,968724
1959,NL,LAN,LOS01,4/14/1959,9/29/1959,78,72,2083524
1959,NL,ML1,MIL05,4/14/1959,9/28/1959,79,72,1739724
1959,AL,NYA,NYC16,4/12/1959,9/27/1959,77,66,1661402
1959,NL,PHI,PHI11,4/10/1959,9/22/1959,78,61,799815
1959,NL,PIT,PIT06,4/10/1959,9/23/1959,77,67,1378865
1959,NL,SFN,SFO01,4/14/1959,9/20/1959,77,77,1421630
1959,NL,SLN,STL07,4/10/1959,9/27/1959,77,69,929953
1959,AL,WS1,WAS09,4/9/1959,9/23/1959,77,68,615890
1960,AL,BAL,BAL11,4/19/1960,9/21/1960,77,71,1187815
1960,AL,BOS,BOS07,4/19/1960,9/28/1960,77,66,1129765
1960,AL,CHA,CHI10,4/19/1960,10/2/1960,77,65,1644460
1960,NL,CHN,CHI11,4/22/1960,9/25/1960,79,69,810675
1960,NL,CIN,CIN07,4/12/1960,9/25/1960,77,68,665345
1960,AL,CLE,CLE07,4/19/1960,9/25/1960,77,65,973778
1960,AL,DET,DET04,4/22/1960,9/25/1960,77,65,1151336
1960,AL,KC1,KAN05,4/22/1960,10/2/1960,78,75,776734
1960,NL,LAN,LOS01,4/12/1960,10/2/1960,77,75,2268988
1960,NL,ML1,MIL05,4/12/1960,9/25/1960,77,71,1498859
1960,AL,NYA,NYC16,4/22/1960,10/2/1960,77,64,1669568
1960,NL,PHI,PHI11,4/14/1960,10/2/1960,77,64,861634
1960,NL,PIT,PIT06,4/14/1960,10/2/1960,78,69,1707089
1960,NL,SFN,SFO02,4/12/1960,10/2/1960,77,76,1796356
1960,NL,SLN,STL07,4/19/1960,9/21/1960,77,70,1096272
1960,AL,WS1,WAS09,4/18/1960,10/2/1960,77,72,743481
1961,AL,BAL,BAL11,4/11/1961,9/30/1961,82,70,960819
1961,AL,BOS,BOS07,4/11/1961,9/27/1961,82,71,850846
1961,AL,CHA,CHI10,4/19/1961,9/24/1961,81,66,1162030
1961,NL,CHN,CHI11,4/14/1961,10/1/1961,78,66,673006
1961,NL,CIN,CIN07,4/11/1961,9/24/1961,77,68,1123147
1961,AL,CLE,CLE07,4/19/1961,9/20/1961,81,64,736120
1961,AL,DET,DET04,4/11/1961,9/20/1961,82,67,1597608
1961,AL,KC1,KAN05,4/21/1961,10/1/1961,80,72,680382
1961,AL,LAA,LOS02,4/27/1961,10/1/1961,82,75,604422
1961,NL,LAN,LOS01,4/11/1961,9/20/1961,77,75,1804865
1961,AL,MIN,MIN02,4/21/1961,10/1/1961,81,75,1256722
1961,NL,ML1,MIL05,4/11/1961,10/1/1961,77,70,1101351
1961,AL,NYA,NYC16,4/11/1961,10/1/1961,81,66,1747726
1961,NL,PHI,PHI11,4/20/1961,10/1/1961,78,67,589994
1961,NL,PIT,PIT06,4/18/1961,10/1/1961,77,70,1199198
1961,NL,SFN,SFO02,4/11/1961,9/20/1961,77,74,1391251
1961,NL,SLN,STL07,4/14/1961,9/24/1961,78,70,856025
1961,AL,WS2,WAS09,4/10/1961,9/21/1961,79,69,597597
1962,AL,BAL,BAL11,4/14/1962,9/26/1962,82,72,795590
1962,AL,BOS,BOS07,4/10/1962,9/30/1962,79,72,723710
1962,AL,CHA,CHI10,4/10/1962,9/23/1962,81,68,1131562
1962,NL,CHN,CHI11,4/13/1962,9/30/1962,81,75,593068
1962,NL,CIN,CIN07,4/9/1962,9/30/1962,81,72,981890
1962,AL,CLE,CLE07,4/13/1962,9/30/1962,81,63,753256
1962,AL,DET,DET04,4/13/1962,9/30/1962,82,72,1207581
1962,NL,HOU,HOU01,4/10/1962,9/23/1962,82,75,922106
1962,AL,KC1,KAN05,4/10/1962,9/23/1962,81,74,635224
1962,AL,LAA,LOS03,4/17/1962,9/23/1962,81,75,1135590
1962,NL,LAN,LOS03,4/10/1962,10/3/1962,83,78,2782526
1962,AL,MIN,MIN02,4/14/1962,9/30/1962,82,76,1435640
1962,NL,ML1,MIL05,4/18/1962,9/30/1962,81,74,760053
1962,AL,NYA,NYC16,4/10/1962,9/30/1962,80,66,1606325
1962,NL,NYN,NYC14,4/13/1962,9/23/1962,80,63,925807
1962,NL,PHI,PHI11,4/13/1962,9/23/1962,80,66,762169
1962,NL,PIT,PIT06,4/10/1962,9/23/1962,81,74,1071614
1962,NL,SFN,SFO02,4/10/1962,10/1/1962,82,77,1590136
1962,NL,SLN,STL07,4/11/1962,9/23/1962,81,70,938516
1962,AL,WS2,WAS10,4/9/1962,9/22/1962,80,67,729741
1963,AL,BAL,BAL11,4/10/1963,9/29/1963,81,74,801749
1963,AL,BOS,BOS07,4/16/1963,9/28/1963,80,70,942729
1963,AL,CHA,CHI10,4/16/1963,9/29/1963,82,65,1179117
1963,NL,CHN,CHI11,4/9/1963,9/25/1963,81,77,993515
1963,NL,CIN,CIN07,4/8/1963,9/22/1963,81,71,858708
1963,AL,CLE,CLE07,4/11/1963,9/24/1963,81,64,639361
1963,AL,DET,DET04,4/9/1963,9/25/1963,81,71,818762
1963,NL,HOU,HOU01,4/9/1963,9/29/1963,81,78,719502
1963,AL,KC1,KAN05,4/9/1963,9/29/1963,81,77,751929
1963,AL,LAA,LOS03,4/9/1963,9/19/1963,81,75,837484
1963,NL,LAN,LOS03,4/16/1963,9/29/1963,81,76,2538659
1963,AL,MIN,MIN02,4/9/1963,9/19/1963,81,76,1406627
1963,NL,ML1,MIL05,4/11/1963,9/29/1963,82,78,779552
1963,AL,NYA,NYC16,4/11/1963,9/28/1963,80,68,1460537
1963,NL,NYN,NYC14,4/9/1963,9/18/1963,81,69,1077322
1963,NL,PHI,PHI11,4/9/1963,9/15/1963,81,68,908149
1963,NL,PIT,PIT06,4/9/1963,9/18/1963,81,70,783735
1963,NL,SFN,SFO02,4/16/1963,9/29/1963,81,76,1570924
1963,NL,SLN,STL07,4/13/1963,9/29/1963,81,73,1169364
1963,AL,WS2,WAS10,4/8/1963,9/18/1963,80,68,543631
1964,AL,BAL,BAL11,4/17/1964,10/3/1964,82,69,1126449
1964,AL,BOS,BOS07,4/17/1964,10/4/1964,81,75,883279
1964,AL,CHA,CHI10,4/14/1964,10/4/1964,81,67,1249413
1964,NL,CHN,CHI11,4/17/1964,9/27/1964,81,70,751639
1964,NL,CIN,CIN07,4/13/1964,10/4/1964,82,71,863670
1964,AL,CLE,CLE07,4/14/1964,9/27/1964,82,65,653293
1964,AL,DET,DET04,4/14/1964,9/27/1964,82,66,815921
1964,NL,HOU,HOU01,4/16/1964,9/27/1964,81,79,726155
1964,AL,KC1,KAN05,4/21/1964,9/27/1964,81,70,635465
